,marka,fiyat,kamera çözünürlük,Dahili hafıza,Ram,ekran boyutu,pil gücü,mobil bağlantı hızı,model,ön kamera sayısı,on kamera cozunurluk araligi,arka kamera sayisi,ekran boyutu aralığı,işletim sistemi,çift hat,garanti süresi,şarj girişi,ana kamera çözünürlük,nfc,kulaklık girişi,batarya,renk
729,Xiaomi,9899,5,128,8,4,1500  altı,4.5,Redmi Note 10 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Metalik
730,Samsung,12389,20,128,8,6,4000 - 5000,4.5,Galaxy S20,1,20,1,7,Android,Var,2,USB Type-C,20,Var,USB Type-C,4500,Mor
731,Apple,35092,10,128,4,6,2815,4.5,iPhone 12,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,2000,Kırmızı
732,Samsung,47950,5,256,12,4,1500  altı,4.5,,1,15,1,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Bej
733,vivo,7999,5,128,8,4,1500  altı,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Siyah
734,Samsung,54999,5,512,12,6,3000 - 4000,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Beyaz
735,Tecno,8499,20,128,8,4,5000,4.5,,1,40,3,6,Android,Var,2,USB Type-C,40,Var,USB Type-C,2000,Beyaz
736,Tecno,4389,5,128,4,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Var,3.5 mm,5000,Siyah
737,Apple,47000,12,512,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Pembe
738,Apple,69999,5,1 TB,6,6,3000 - 4000,5,iPhone 13 Pro Max,1,10,3,6,iOS,Yok,2,Lightning,10,Var,Lightning,3500,Altın
739,Xiaomi,5499,20,64,4,6,3000 - 7900,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Gri
740,Reeder,,20,128,4,6,5000,4.5,,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,5000,Siyah
741,Apple,45000,5,512,4,5,3000 - 4000,5,iPhone 13 Mini,1,15,2,5,iOS,Var,2,Lightning,15,Var,Lightning,2000,Pembe
742,Apple,48599,10,128,6,6,4000 - 5000,5,iPhone 14 Plus,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Kırmızı
743,Oppo,6999,5,128,4,4,1500  altı,4.5,,1,15,3,6,Android,Yok,2,USB Type-C,15,Yok,3.5 mm,5000,Siyah
744,General Mobile,,5,128,4,4,5000,4.5,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,5000,Siyah
745,Casper,8069,20,128,8,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,4500,Altın
746,Trident,8099,48,128,6,6,4500,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4000,Siyah
747,Samsung,2249,5,8,"1,5  RAM",6,1500  altı,3,,1,5,1,5,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,2000,Altın
748,General Mobile,7000,5,128,6,4,1500  altı,4.5,,1,15,4,6,Android,Yok,2,USB Type-C,15,Yok,3.5 mm,5000,Çok Renkli
749,Xiaomi,8400,5,128,6,4,1500  altı,4.5,Redmi Note 11,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,4500,Mavi
750,Apple,43499,5,512,4,5,3000 - 4000,5,iPhone 13 Mini,1,15,2,5,iOS,Var,2,Lightning,15,Var,Lightning,2000,Kırmızı
751,Samsung,16999,20,256,8,6,4000 - 5000,4.5,Galaxy S20,1,20,1,7,Android,Var,2,USB Type-C,20,Var,USB Type-C,4500,Yeşil
752,Samsung,42700,10,256,8,6,3000 - 7900,5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Yeşil
753,Casper,5789,20,128,8,6,5000,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Gri
754,Samsung,,5,256,12,4,1500  altı,5,,2,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,4000,Siyah
755,INFINIX,7999,20,128,6,6,3000 - 4000,4.5,,1,15,3,6,Android,Var,2,Micro-USB,15,Yok,3.5 mm,3500,Yeşil
756,Reeder,2845,5,64,4,4,1500  altı,4.5,,1,5,3,5,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Yeşil
757,Apple,52429,12,512,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Beyaz
758,Casper,6089,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Yeşil
759,Apple,58293,5,512,6,6,3000 - 4000,5,iPhone 13 Pro Max,1,10,3,6,iOS,Yok,2,Lightning,10,Var,Lightning,3500,Altın
760,General Mobile,,14,128,8,4,4000 - 5000,4.5,,1,15,3,7,Android,Yok,2,Micro-USB,15,Var,3.5 mm,4500,Siyah
761,Samsung,50999,5,512,12,4,4000 - 5000,5,,1,5,3,7,Android,Var,2,USB Type-C,5,Var,USB Type-C,4000,Bordo
762,Xiaomi,,20,64,3,6,5000,4.5,,1,5,1,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Gümüş
763,Casper,8069,20,128,8,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Gri
764,Apple,66950,5,1 TB,6,6,3000 - 4000,5,iPhone 13 Pro Max,1,10,3,6,iOS,Yok,2,Lightning,10,Var,Lightning,3500,Gümüş
765,INFINIX,2999,5,32,2,6,4000 - 5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Siyah
766,omix,5499,20,128,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
767,Samsung,9999,15,128,6,6,4000 - 5000,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Siyah
768,Tecno,4699,5,128,8,4,1500  altı,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Çok Renkli
769,realme,29500,20,128,8,6,5000,5,,4,20,3,5,Windows,Yok,2,Micro-USB,20,Var,Lightning,800,Siyah
770,Apple,67999,48,512,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Gümüş
771,,27500,10,32,3,5,4000 - 5000,4,,1,5,1,5,Android,Var,2,Micro-USB,5,Var,3.5 mm,4000,Siyah
772,Apple,40399,12,256,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Kırmızı
773,Xiaomi,,5,128,4,4,1500  altı,4,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Çok Renkli
774,Samsung,11900,5,128,4,4,1500  altı,4.5,,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Beyaz
775,Xiaomi,4499,20,64,3,6,5000,4.5,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,Lightning,4500,Mavi
776,Samsung,35000,10,256,8,6,3000 - 4000,5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,5000,Çok Renkli
777,Casper,4879,20,128,4,6,5000,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Beyaz
778,Samsung,6000,10,32,3,6,4000 - 5000,4,Galaxy A02,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Siyah
779,Xiaomi,,5,128,8,6,5000,4.5,,1,10,4,6,Android,Yok,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
780,Apple,36999,10,64,4,5,1800 - 2400,5,iPhone 12 Mini,1,10,2,5,iOS,Yok,2,Lightning,10,Var,Lightning,2000,Siyah
781,Samsung,,20,128,6,6,5000,4.5,Galaxy A23,1,5,4,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
782,Apple,59999,10,512,6,6,4000 - 5000,5,iPhone 14 Plus,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Siyah
783,Samsung,8799,5,128,6,4,1500  altı,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Çok Renkli
784,Apple,50949,12,512,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Mavi
785,Trident,3089,15,64,4,6,3000 - 4000,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
786,Xiaomi,,20,128,4,6,5000,4,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Çok Renkli
787,Apple,49998,10,256,6,6,4000 - 5000,5,iPhone 14 Plus,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Sarı
788,Apple,44950,5,512,4,5,3000 - 4000,5,iPhone 13 Mini,1,15,2,5,iOS,Var,2,Lightning,15,Var,Lightning,2000,Beyaz
789,Apple,67598,5,512,6,6,3000 - 4000,5,iPhone 13 Pro Max,1,10,3,6,iOS,Yok,2,Lightning,10,Var,Lightning,3500,Yeşil
790,Trident,4499,5,128,4,6,1500  altı,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
791,Samsung,17999,5,128,8,4,1500  altı,4.5,Galaxy S21,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Beyaz
792,POCO,8499,5,128,6,4,900-3000,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,Lightning,5000,Sarı
793,Samsung,6299,20,64,4,6,5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
794,TCL,5900,5,128,4,4,1500  altı,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,5000,Siyah
795,Apple,65872,10,512,6,6,4000 - 5000,5,iPhone 14 Plus,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Kırmızı
796,Apple,37999,10,128,4,6,2815,4.5,iPhone 12,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,2000,Siyah
797,Xiaomi,11800,5,128,8,4,1500  altı,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Beyaz
798,Apple,72499,48,512,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Altın
799,omix,4499,5,64,4,6,4000 - 5000,4.5,,1,5,2,6,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,4500,Çok Renkli
800,omix,,15,64,4,6,3000 - 7900,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Çok Renkli
801,Xiaomi,5329,5,64,4,4,1500  altı,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Gri
802,Apple,26999,12,64,4,6,3110,4.5,iPhone 11,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Yeşil
803,Xiaomi,15499,5,128,8,4,1500  altı,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Siyah
804,POCO,11849,5,256,8,6,3000 - 4000,5,POCO X5,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Yeşil
805,Apple,25873,12,64,4,6,3110,4.5,iPhone 11,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Sarı
806,Xiaomi,9999,5,128,6,4,1500  altı,4,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,USB Type-C,4500,Mavi
807,Reeder,2763,5,64,4,4,1500  altı,4.5,,1,5,3,5,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
808,POCO,12649,20,256,8,6,3000 - 7900,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
809,Xiaomi,5999,20,128,4,6,3000 - 7900,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Turuncu
810,,10500,5,32,3,4,1500  altı,4,,1,5,1,5,Android,Yok,2,USB Type-C,5,Var,3.5 mm,2000,Beyaz
811,Samsung,46999,10,256,8,6,4000 - 5000,4.5,Galaxy S22 Ultra,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Bordo
812,realme,6899,20,128,4,6,5000,4,,1,15,1,7,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Mavi
813,Samsung,44000,5,256,12,4,1500  altı,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Çok Renkli
814,Xiaomi,8999,20,128,6,6,3000 - 7900,4.5,Xiaomi Mi Note 10,1,10,4,6,Android,Yok,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
815,Tecno,6200,5,128,6,4,1500  altı,5,,1,15,3,6,iOS,Var,2,USB Type-C,15,Var,USB Type-C,5000,Çok Renkli
816,Tecno,5999,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Turuncu
817,omix,6095,20,128,6,6,3000 - 7900,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Gri
818,Samsung,25999,5,128,8,6,3000 - 4000,5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Yeşil
819,Samsung,,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Mavi
820,Samsung,44900,10,256,8,6,4000 - 5000,4.5,Galaxy S22 Ultra,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Siyah
821,realme,8378,5,128,6,4,1500  altı,5,,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Yeşil
822,Xiaomi,,5,128,6,4,900-3000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Mavi
823,Samsung,7850,20,128,4,6,4000 - 5000,4.5,,4,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
824,INFINIX,4999,20,64,4,6,5000,4.5,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Beyaz
825,omix,8424,64,128,8,6,5000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,USB Type-C,4500,Siyah
826,Xiaomi,7199,20,64,6,6,5000,4.5,Xiaomi Redmi Note 9s,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Beyaz
827,Xiaomi,13999,108,256,8,6,5000,4,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,4500,Beyaz
828,Xiaomi,8399,5,128,6,4,900-3000,4.5,,1,15,4,6,Android,Yok,2,USB Type-C,15,Yok,3.5 mm,5000,Gri
829,Samsung,6299,20,64,4,6,5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Beyaz
830,Apple,77199,48,1 TB,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Mor
831,Xiaomi,12499,20,256,8,6,5000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Gri
832,Xiaomi,9399,5,128,6,4,900-3000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Metalik
833,Xiaomi,14299,108,256,8,6,5000,4.5,,1,100,4,6,Android,Var,2,USB Type-C,100,Var,USB Type-C,4500,Gri
834,Apple,63999,10,512,6,6,4000 - 5000,5,iPhone 14 Plus,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Mor
835,Xiaomi,7439,5,64,4,4,1500  altı,4.5,Redmi Note 11,1,10,3,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
836,oukitel,3849,5,64,4,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4000,Yeşil
837,Xiaomi,3899,5,32,2,6,4000 - 5000,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
838,Samsung,12389,20,128,8,6,4000 - 5000,4.5,Galaxy S20,1,20,1,7,Android,Var,2,USB Type-C,20,Var,USB Type-C,4500,Yeşil
839,Samsung,10500,15,128,6,6,4000 - 5000,4.5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Mor
840,oukitel,5066,20,128,8,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Mor
841,Apple,23199,5,64,4,6,1800 - 2800,5,iPhone SE,1,5,1,4,iOS,Var,2,Lightning,5,Var,Lightning,2000,Kırmızı
842,omix,4999,20,64,8,6,5000,4.5,,1,10,2,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,4500,Beyaz
843,Xiaomi,8999,5,128,8,4,900-3000,4.5,,2,20,4,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,4500,Pembe
844,INFINIX,3999,5,128,4,4,900-3000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4000,Yeşil
845,Tecno,,20,128,8,4,5000,4.5,,1,40,3,6,Android,Var,2,USB Type-C,40,Var,USB Type-C,2000,Mavi
846,Samsung,12389,20,128,8,6,4000 - 5000,4.5,Galaxy S20,1,20,1,7,Android,Var,2,USB Type-C,20,Var,USB Type-C,4500,Beyaz
847,TCL,2949,5,32,2,4,1500  altı,4,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,2000,Siyah
848,,10673,5,Yok,2,4,1500  altı,4,,Yok,,Yok,5,Android,Yok,2,USB Type-C,,Yok,3.5 mm,2000,Gri
849,Apple,73499,48,1 TB,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Siyah
850,Samsung,7939,20,64,4,6,4000 - 5000,4.5,,1,10,2,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,4000,Siyah
851,Tecno,6999,20,16,6,6,3000 - 7900,3,,2,5,1,4,Android,Var,2,USB Type-C,5,Var,Lightning,800,Siyah
852,Apple,,10,512,6,6,4000 - 5000,5,iPhone 14 Plus,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Mavi
853,Tecno,4049,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,6000,Siyah
854,Xiaomi,10690,5,128,8,4,1500  altı,4,Note 10 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Mavi
855,Xiaomi,11750,10,128,8,6,5000,4.5,Redmi Note 11 Pro,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,5000,Beyaz
856,INFINIX,5514,10,128,6,6,5000,4,,1,5,2,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,5000,Mavi
857,vivo,9999,5,128,8,4,1500  altı,4.5,,1,40,3,6,Android,Var,2,USB Type-C,40,Var,3.5 mm,4000,Mavi
858,Reeder,3799,5,128,6,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Yeşil
859,Samsung,,20,128,8,4,1500  altı,4.5,,1,20,1,7,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Beyaz
860,Apple,25500,10,64,3,6,2400 - 3000,4.5,iPhone XR,1,5,1,5,iOS,Var,2,Lightning,5,Var,Lightning,2000,Turuncu
861,omix,,5,128,6,4,1500  altı,5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Beyaz
862,Reeder,2250,5,32,2,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3500,Siyah
863,Alcatel,1323,5,16,1,4,1500  altı,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,1000,Siyah
864,General Mobile,,10,64,4,6,3000 - 4000,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
865,Samsung,6500,20,64,4,6,4000 - 5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
866,Tecno,,15,64,4,6,3000 - 7900,4,,1,5,2,5,Android,Var,2,USB Type-C,5,Var,USB Type-C,7000,Siyah
867,Apple,26500,10,64,3,6,2400 - 3000,4.5,iPhone XR,1,5,1,5,iOS,Var,2,Lightning,5,Var,Lightning,2000,Gri
868,Oppo,4999,5,32,3,4,1500  altı,4,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
869,Xiaomi,7657,20,64,4,6,5000,5,,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,USB Type-C,5000,Çok Renkli
870,Tecno,8999,12,128,6,7,4000 - 5000,4.5,,1,120,2,4,Android,Var,2,USB Type-C,120,Var,3.5 mm,4000,Siyah
871,Hiking,3399,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
872,INFINIX,8179,20,256,8,6,5000,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Mavi
873,Xiaomi,10999,5,128,6,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
874,vivo,4729,5,32,3,4,1500  altı,4.5,,1,5,3,5,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,2000,Siyah
875,Xiaomi,8200,10,64,6,4,1500  altı,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Beyaz
876,Samsung,15499,20,256,8,6,2800,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,4000,Mor
877,Apple,44598,12,512,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Siyah
878,Apple,50949,12,512,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Kırmızı
879,General Mobile,8800,20,128,8,4,1500  altı,4.5,,1,15,4,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,5000,Beyaz
880,Apple,76639,48,1 TB,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Altın
881,Xiaomi,12999,5,128,6,4,1500  altı,5,Redmi Note 11 Pro,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Gri
882,omix,4549,20,128,4,6,4000 - 5000,4.5,,1,15,2,6,Android,Var,2,USB Type-C,15,Yok,USB Type-C,5000,Gri
883,omix,7589,5,128,16,4,1500  altı,4.5,,1,5,4,6,Android,Yok,2,USB Type-C,5,Yok,USB Type-C,5000,Beyaz
884,Xiaomi,5990,20,128,4,6,4000 - 5000,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
885,Xiaomi,5329,5,64,4,4,1500  altı,4.5,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Mor
886,Xiaomi,11124,5,256,8,4,1500  altı,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Yeşil
887,,6600,8,128,8,4,6000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,5000,Gri
888,Xiaomi,10599,5,256,8,4,1500  altı,4.5,,1,20,4,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Metalik
889,Apple,68999,5,1 TB,8,6,4000 - 5000,5,iPhone 13 Pro,1,5,3,6,iOS,Yok,2,Lightning,5,Var,Lightning,4000,Altın
890,Xiaomi,5685,5,128,4,4,1500  altı,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
891,Apple,44598,12,512,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Yeşil
892,Apple,43880,5,512,4,5,3000 - 4000,5,iPhone 13 Mini,1,15,2,5,iOS,Var,2,Lightning,15,Var,Lightning,2000,Siyah
893,Samsung,63000,20,256,12,7,3000 - 7900,5,,2,5,3,7,Android,Var,2,USB Type-C,5,Var,USB Type-C,4000,Siyah
894,Tecno,5299,5,128,6,4,1500  altı,4.5,,1,10,2,6,Android,Yok,2,USB Type-C,10,Yok,3.5 mm,6000,Siyah
895,realme,4699,10,64,3,6,4000 - 5000,4,,1,5,3,6,Android,Yok,2,Micro-USB,5,Yok,3.5 mm,4500,Siyah
896,Samsung,7999,5,128,4,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
897,realme,9000,20,128,8,6,5000,4,,1,15,1,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Siyah
898,Tecno,4750,5,128,4,4,1500  altı,4.5,,Yok,5,3,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Siyah
899,Samsung,42881,10,256,8,6,3000 - 7900,5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Mor
900,Xiaomi,10999,5,128,6,6,3000 - 4000,4,,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
901,Xiaomi,10999,5,128,8,4,900-3000,4.5,,1,10,3,6,Android,Yok,2,USB Type-C,10,Var,3.5 mm,5000,Beyaz
902,Xiaomi,6399,5,128,4,6,5000,4,,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Çok Renkli
903,INFINIX,3767,20,64,4,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Yeşil
904,Xiaomi,6299,20,64,4,6,5000,4.5,Redmi Note 9,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Yeşil
905,POCO,11849,5,256,8,6,3000 - 4000,5,POCO X5,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
906,Apple,49494,12,256,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Sarı
907,Xiaomi,3990,10,32,2,6,4000 - 5000,4.5,Redmi 9C,1,5,3,6,Android,Var,2,Micro-USB,5,Yok,3.5 mm,4500,Turuncu
908,Casper,5500,8,128,4,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Siyah
909,Samsung,41999,10,256,8,6,4000 - 5000,4.5,Galaxy S22 Ultra,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Yeşil
910,Xiaomi,,5,128,8,6,5000,4.5,,1,10,4,6,Android,Yok,2,USB Type-C,10,Yok,3.5 mm,5000,Gri
911,Apple,44599,12,512,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Kırmızı
912,Samsung,5350,5,16,1,5,2400 - 3000,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,3000,Mavi
913,Samsung,43799,10,512,8,6,4000 - 5000,4.5,Galaxy S22 Ultra,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Siyah
914,Xiaomi,8699,10,128,6,4,1500  altı,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,5000,Gri
